v1,v2,length
0,normally use drink water daily,40
0,dare ask luck sorting car,44
0,partys place usf charge contribute way greatly appreciated yeah got room one,132
0,urgh coach hot smells chip fat thanks especially duvet predictive text word,98
0,hiya last night ive naughty bought clothes little ready shopping tho kind time wanna meet,147
1,freemsg hi baby wow got new cam moby wanna c hot pic fancy chatim w8in 4utxt rply chat 82242 hlp 08712317606 msg150p 2rcv,139
0,ive trying reach without success,44
0,derek done class,34
0,never lei v lazy got wat dat day ì send da url cant work one,67
0,never try alone take weight tear comes ur heart falls ur eyes always remember stupid friend share bslvyl,153
0,hey mate spoke mag people weû÷re deliver end month deliver 24th sept talk later,120
0,hope good week checking,48
0,haha friend tyler literally asked could get dubsack,72
0,hey u fancy meetin 4 cha åð hav lil beverage txt ring meet l8r quite tired got 3 vpist love pete x x x,156
0,great safe trip dont panic surrender,47
0,symptoms u love 1u like listening songs 2u get stopped u see name beloved 3u wont get angry,131
0,sun ah thk mayb dun anythin thk book e lesson e pilates orchard mrt u noe hor,108
0,try something dear read something exams,53
0,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear,146
0,gettin rdy ship comp,23
0,hospital da return home evening,50
0,piss talking someone realise u point itnow read backwards,87
0,think da wil,20
0,im awake oh whats,20
0,good afternoon boytoy goes walking day get police abstract still wake miss babe,152
0,much u trying get,24
0,come around ltdecimalgt pm vikkyim otside nw il come tht time,65
0,tell address,34
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn,141
0,buy blackberry bold 2 torch buy new used let know plus saying buy ltgt g wifi ipad saying ltgt g,193
0,together thinkin,56
0,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss,109
0,time come tomorrow,35
1,wanna laugh try chitchat mobile logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118pmsg rcvd,149
0,cha quiteamuzing thatåõscool babe,33
0,omg u know ate,29
1,urgent 2nd attempt contact uu å£1000call 09071512432 b4 300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvary maxå£7 50,138
0,,18
0,directly behind abt 4 rows behind ì,39
1,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066,114
1,contract mobile 11 mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records,152
1,urgent call 09066350750 landline complimentary 4 ibiza holiday 10000 cash await collection sae tcs po box 434 sk3 8wp 150 ppm 18,146
0,plans yet,32
0,hi engagement fixd ltgt th next month know really shocking bthmm njan vilikkamt ws al sudn,120
0,course maths one day one chapter one month finish,73
0,wow didnt think common take back ur freak unless u chop,89
1,ur chance win å£250 wkly shopping spree txt shop 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk,116
0,noooooooo please last thing need stress life fair,74
1,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09065171142stopsms08718727870150ppm,153
1,mila age23 blonde new uk look sex uk guys u like fun text mtalk 6986618 30pptxt 1st 5free å£150 increments help08718728876,147
0,ill see swing bit got things take care firsg,77
0,wanted wish happy new year wanted talk legal advice gary split person ill make trip ptbo hope everything good babe love ya,224
0,finished work yet something,43
0,tomorrow going theatre come wherever u call tell come tomorrow,111
1,well done england get official poly ringtone colour flag yer mobile text tone flag 84199 optout txt eng stop box39822 w111wx å£150,150
0,right wasnt phoned someone number like,69
0,ok wun b angry msg u aft come home tonight,50
0,good time nice something bit different weekends change see ya soon,104
0,yo sorry shower sup,30
0,carlos pick ill swing usf little bit,84
0,full heat pa applyed oil pa,34
0,im stuck da middle da row da right hand side da lt,63
0,laid airtel line rest,38
0,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing,97
1,freemsg txt call 86888 claim reward 3 hours talk time use phone subscribe6gbpmnth inc 3hrs 16 stoptxtstop,137
0,hey j r u feeling better,28
0,dont plan staying night prolly wont back til late,71
0,thanx 4 puttin da fone,33
0,need 8th im campus atm could pick hour two,69
0,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch,114
0,running managed 5 minutes needed oxygen might resort roller option,104
0,live next ltgt mins,30
0,de asking like,21
0,glad talking,30
0,wat time ì finish,17
0,sorry da gone mad many pending works,52
0,much got cleaning,29
0,hows favourite person today r u workin hard couldnt sleep last nite nearly rang u 430,97
1,sunshine quiz win super sony dvd recorder canname capital australia text mquiz 82277 b,105
0,ìï called dad oredi,19
0,good think could send pix would love see top bottom,84
0,nvm im going wear sport shoes anyway im going late leh,66
0,sorry ill call later meeting,31
0,long fuckin showr,27
0,received understood n acted upon,32
0,finally came fix ceiling,36
0,u need presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha islove got dont mis,159
0,jus finish blowing hair u finish dinner already,50
0,im bus love,22
0,lol knew saw dollar store,47
1,please call customer service representative 0800 169 6031 10am9pm guaranteed å£1000 cash å£5000 prize,137
1,todays voda numbers ending 7634 selected receive å£350 reward match please call 08712300220 quoting claim code 7684 standard rates apply,164
0,saturday sunday holiday difficult,54
0,everybody fun evening miss,39
0,got hella gas money want go grand nature adventure galileo little bit,87
0,im meeting call later,32
0,oh wow thats gay firmware update help,42
0,wont move morphine,41
0,come din c ì yup cut hair,36
0,k k pa lunch aha,25
0,oh ho first time u use type words,54
0,captain vijaykanth comedy captain tvhe drunken,62
0,course guess gods got hold right,52
0,hide anythiing keeping distance,49
0,havent,6
1,ripped get mobile content wwwclubmobycom call 08717509990 polytruepixringtonesgames six downloads 3,136
0,sorry din lock keypad,26
0,u got persons story,28
0,planning come chennai,32
1,tried contact reply offer video phone 750 anytime network mins half price line rental camcorder reply call 08000930705,155
0,god created gap btwn ur fingers dat sum1 vry special fill gaps holding ur hands plz dont ask created much gap legs,152
0,okay going sleep later,36
0,please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody,153
0,finally happened aftr decades beer cheaper petrol goverment expects us drink dont drive,120
1,å£400 xmas reward waiting computer randomly picked loyal mobile customers receive å£400 reward call 09066380611,156
0,r e meeting tmr,21
0,lol yes add spice day,46
0,hope great day,31
0,prasanth ettans mother passed away last night pray family,78
0,k ill work something,24
1,private 2003 account statement shows 800 unredeemed points call 08718738002 identifier code 48922 expires 211104,127
0,message great doctor india 1 drink appy fizz contains cancer causing age,100
0,cant pick phone right pls send message,50
0,call tell infront call,54
0,ok prob,10
0,ladies first genus second k,32
0,yes please swimming,27
0,mum going robinson already,30
0,ok set let u noe e details later,32
0,nottel software name,20
0,send print outs da,25
0,im realy soz imat mums 2nite 2moro,49
0,born god said oh another idiot born,63
0,didnt get ur full msgsometext missing send,56
0,probably im almost gas get cash tomorrow,62
1,customer service announcement recently tried make delivery unable please call 07099833605 reschedule ref9280114,147
0,forgot 2 ask ì smth theres card da present lei ìï want 2 write smth sign,100
0,im leaving house,23
1,hi babe chloe r u smashed saturday night great weekend u missing sp visionsmscom text stop stop 150ptext,152
0,ìï ready call,21
0,wewa 130 iriver 255 128 mb,33
0,good thing im getting connection bw,54
0,sry dajst nw came home,32
0,thats cool hell night lemme know youre around,62
0,staying town,24
0,haha yeah 2 oz kind shitload,36
0,ok u take shopping u get paid,43
0,life means lot love life love people life world calls friends call world ge,146
0,alright well bring see like ltgt mins,56
0,pls dont play others life,32
0,eatin lunch,14
0,hmmmbut give one day,37
0,didnt try g decided head,41
0,ok prob,10
0,surly ill give coming review,47
0,march ending ready call sure problem capital never complete far hows work ladies,148
0,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas,107
0,pls give food preferably pap slowly loads sugar take hour give water slowly,143
1,urgent mobile 07808726822 awarded å£2000 bonus caller prize 020903 2nd attempt contact call 08718729758 box95qu,147
0,guy gets used dumb realize,49
0,okey dokey iû÷ll bit sorting stuff,62
0,dawhats plan,23
0,yes fine,9
1,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit wwwwin82050couk,122
0,liked new mobile,22
0,anytime,7
0,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand,106
0,yar say got error,31
0,hey anyway,21
0,wow healthy old airport rd lor cant thk anything else ill b bathing dog later,90
0,wif family booking tour package,34
0,say bold torch later one torch 2bold,56
0,haha awesome might need take doin tonight,70
0,ya knw u vl givits ok thanks kanoanyway enjoy wit ur family wit 1st salary,76
0,huh slow tot u reach long ago liao u 2 days 4 leh,71
0,thats cool princess cover face hot sticky cum,61
0,big brotherû÷s really scraped barrel shower social misfits,76
0,oops thk dun haf enuff go check tell ì,49
0,s8 min go lunch,22
0,hey happened u switch ur cell whole day isnt good u care give call tomorrow,106
0,k addie amp art ill get home,73
0,uncles atlanta wish guys great semester,51
0,aiyo lesson early im still sleepin haha okie u go home liao den confirm w lor,87
0,forgot tell ì smth ì like number sections clearer,72
0,yup anything lor u dun wan ok,36
0,im home love still awake loving kiss,49
0,hello peach cake tasts lush,30
1,free game get rayman golf 4 free o2 games arcade 1st get ur games settings reply post save activ8 press 0 key arcade termsapply,146
0,therell minor shindig place later tonight interested,67
0,jason says cool pick place like hour,69
1,mobile 10 mths update latest cameravideo phones free keep ur number get extra free minstexts text yes call,137
0,career tel added u contact indyarockscom send free sms remove phonebook sms ltgt,114
0,ive reached already,19
0,dont know ask brother nothing problem thing told,74
0,keng rocking ashes,21
